"","X","...1","season","season_week","week_start_date","total_cases","air_temperature","relative_humidity","specific_humidity","precipitation_amount","DTR","total_cases1","total_cases2","total_cases3","total_cases4","total_cases5","air_temperature1","air_temperature2","air_temperature3","air_temperature4","air_temperature5","relative_humidity1","relative_humidity2","relative_humidity3","relative_humidity4","relative_humidity5","specific_humidity1","specific_humidity2","specific_humidity3","specific_humidity4","specific_humidity5","precipitation_amount1","precipitation_amount2","precipitation_amount3","precipitation_amount4","precipitation_amount5","DTR1","DTR2","DTR3","DTR4","DTR5","precipitation_amount6","precipitation_amount7","precipitation_amount8","precipitation_amount9","precipitation_amount10","precipitation_amount11","precipitation_amount12","total_cases6","total_cases7","total_cases8","total_cases9","total_cases10","total_cases11","total_cases12","total_cases13","total_cases14","total_cases15","total_cases16","total_cases17","total_cases18","total_cases19","total_cases20","relative_humidity6","relative_humidity7","relative_humidity8","relative_humidity9","relative_humidity10","relative_humidity11","relative_humidity12","relative_humidity13","relative_humidity14","relative_humidity15","relative_humidity16","relative_humidity17","relative_humidity18","relative_humidity19","relative_humidity20","air_temperature6","air_temperature7","air_temperature8","air_temperature9","air_temperature10","air_temperature11","air_temperature12","air_temperature13","air_temperature14","air_temperature15","air_temperature16","air_temperature17","air_temperature18","air_temperature19","air_temperature20","DTR6","DTR7","DTR8","DTR9","DTR10","DTR11","DTR12","DTR13","DTR14","DTR15","DTR16","DTR17","DTR18","DTR19","DTR20","precipitation_amount13","precipitation_amount14","precipitation_amount15","precipitation_amount16","precipitation_amount17","precipitation_amount18","precipitation_amount19","precipitation_amount20"
"331",331,331,"2006/2007",19,"11/5/2006",6,25.1857142857143,94.49,19.0785714285714,78.4,7.81428571428573,6,4,7,2,6,26.6585714285714,26.5385714285715,25.9542857142857,26.8028571428572,26.0057142857143,89.5414285714286,84.7057142857143,89.0028571428571,86.9614285714286,87.41,19.5185714285714,18.11,18.5671428571429,19.1642857142857,18.3685714285714,63.9,53.23,38.7,41.1,39.9,9.22857142857142,10.4571428571428,8.72857142857143,11.1142857142857,11,28.92,52.2,14.8,6.6,21.54,31.6,8.8,6,3,6,0,4,2,2,2,2,2,3,2,1,0,1,87.41,82.4985714285714,79.8885714285714,70.2342857142857,83.2014285714286,88.3585714285714,77.8214285714286,80.9385714285714,88.0071428571429,86.5914285714286,80.0014285714286,81.4071428571429,82.6928571428571,82.5828571428571,91.7642857142857,26.0057142857143,26.1114285714286,25.2114285714286,26.0428571428572,25.1742857142857,24.9414285714286,26.1114285714286,25.3614285714286,23.7357142857143,24.6214285714286,24.0328571428572,24.4871428571429,23.8928571428571,23.8814285714286,23.3385714285715,11,12.4,12.3285714285714,13.9428571428571,11.2428571428572,10.8428571428571,12.3571428571428,11.7428571428571,10.1428571428571,11.5285714285714,11.6428571428571,11.7142857142857,9.65714285714285,10.4285714285714,8.52857142857143,16.09,37.96,25.6,35.7,7.1,6.3,9.02,22.45
"332",332,332,"2006/2007",20,"11/12/2006",2,24.3871428571429,94.04,17.9271428571429,65.13,7.44285714285714,6,6,4,7,2,25.1857142857143,26.6585714285714,26.5385714285715,25.9542857142857,26.8028571428572,94.49,89.5414285714286,84.7057142857143,89.0028571428571,86.9614285714286,19.0785714285714,19.5185714285714,18.11,18.5671428571429,19.1642857142857,78.4,63.9,53.23,38.7,41.1,7.81428571428573,9.22857142857142,10.4571428571428,8.72857142857143,11.1142857142857,39.9,28.92,52.2,14.8,6.6,21.54,31.6,2,2,3,6,0,4,2,2,2,2,2,3,2,1,0,86.9614285714286,78.0657142857143,82.4985714285714,79.8885714285714,70.2342857142857,83.2014285714286,88.3585714285714,77.8214285714286,80.9385714285714,88.0071428571429,86.5914285714286,80.0014285714286,81.4071428571429,82.6928571428571,82.5828571428571,26.8028571428572,26.5342857142857,26.1114285714286,25.2114285714286,26.0428571428572,25.1742857142857,24.9414285714286,26.1114285714286,25.3614285714286,23.7357142857143,24.6214285714286,24.0328571428572,24.4871428571429,23.8928571428571,23.8814285714286,11.1142857142857,12.7,12.4,12.3285714285714,13.9428571428571,11.2428571428572,10.8428571428571,12.3571428571428,11.7428571428571,10.1428571428571,11.5285714285714,11.6428571428571,11.7142857142857,9.65714285714285,10.4285714285714,8.8,16.09,37.96,25.6,35.7,7.1,6.3,9.02
"333",333,333,"2006/2007",21,"11/19/2006",13,25.7328571428572,89.3857142857143,18.2857142857143,58.2,9.68571428571429,2,6,6,4,7,24.3871428571429,25.1857142857143,26.6585714285714,26.5385714285715,25.9542857142857,94.04,94.49,89.5414285714286,84.7057142857143,89.0028571428571,17.9271428571429,19.0785714285714,19.5185714285714,18.11,18.5671428571429,65.13,78.4,63.9,53.23,38.7,7.44285714285714,7.81428571428573,9.22857142857142,10.4571428571428,8.72857142857143,41.1,39.9,28.92,52.2,14.8,6.6,21.54,7,6,2,3,6,0,4,2,2,2,2,2,3,2,1,89.0028571428571,87.41,78.0657142857143,82.4985714285714,79.8885714285714,70.2342857142857,83.2014285714286,88.3585714285714,77.8214285714286,80.9385714285714,88.0071428571429,86.5914285714286,80.0014285714286,81.4071428571429,82.6928571428571,25.9542857142857,26.0057142857143,26.5342857142857,26.1114285714286,25.2114285714286,26.0428571428572,25.1742857142857,24.9414285714286,26.1114285714286,25.3614285714286,23.7357142857143,24.6214285714286,24.0328571428572,24.4871428571429,23.8928571428571,8.72857142857143,11,12.7,12.4,12.3285714285714,13.9428571428571,11.2428571428572,10.8428571428571,12.3571428571428,11.7428571428571,10.1428571428571,11.5285714285714,11.6428571428571,11.7142857142857,9.65714285714285,31.6,8.8,16.09,37.96,25.6,35.7,7.1,6.3
"334",334,334,"2006/2007",22,"11/26/2006",10,25.4085714285714,96.5528571428571,19.7871428571429,92.9,7.34285714285714,13,2,6,6,4,25.7328571428572,24.3871428571429,25.1857142857143,26.6585714285714,26.5385714285715,89.3857142857143,94.04,94.49,89.5414285714286,84.7057142857143,18.2857142857143,17.9271428571429,19.0785714285714,19.5185714285714,18.11,58.2,65.13,78.4,63.9,53.23,9.68571428571429,7.44285714285714,7.81428571428573,9.22857142857142,10.4571428571428,38.7,41.1,39.9,28.92,52.2,14.8,6.6,4,2,6,2,3,6,0,4,2,2,2,2,2,3,2,84.7057142857143,86.9614285714286,87.41,78.0657142857143,82.4985714285714,79.8885714285714,70.2342857142857,83.2014285714286,88.3585714285714,77.8214285714286,80.9385714285714,88.0071428571429,86.5914285714286,80.0014285714286,81.4071428571429,26.5385714285715,26.8028571428572,26.0057142857143,26.5342857142857,26.1114285714286,25.2114285714286,26.0428571428572,25.1742857142857,24.9414285714286,26.1114285714286,25.3614285714286,23.7357142857143,24.6214285714286,24.0328571428572,24.4871428571429,10.4571428571428,11.1142857142857,11,12.7,12.4,12.3285714285714,13.9428571428571,11.2428571428572,10.8428571428571,12.3571428571428,11.7428571428571,10.1428571428571,11.5285714285714,11.6428571428571,11.7142857142857,21.54,31.6,8.8,16.09,37.96,25.6,35.7,7.1
"335",335,335,"2006/2007",23,"12/3/2006",5,24.67,97.0185714285714,19.0328571428571,83.3,6.58571428571427,10,13,2,6,6,25.4085714285714,25.7328571428572,24.3871428571429,25.1857142857143,26.6585714285714,96.5528571428571,89.3857142857143,94.04,94.49,89.5414285714286,19.7871428571429,18.2857142857143,17.9271428571429,19.0785714285714,19.5185714285714,92.9,58.2,65.13,78.4,63.9,7.34285714285714,9.68571428571429,7.44285714285714,7.81428571428573,9.22857142857142,53.23,38.7,41.1,39.9,28.92,52.2,14.8,6,7,2,6,2,3,6,0,4,2,2,2,2,2,3,89.5414285714286,89.0028571428571,86.9614285714286,87.41,78.0657142857143,82.4985714285714,79.8885714285714,70.2342857142857,83.2014285714286,88.3585714285714,77.8214285714286,80.9385714285714,88.0071428571429,86.5914285714286,80.0014285714286,26.6585714285714,25.9542857142857,26.8028571428572,26.0057142857143,26.5342857142857,26.1114285714286,25.2114285714286,26.0428571428572,25.1742857142857,24.9414285714286,26.1114285714286,25.3614285714286,23.7357142857143,24.6214285714286,24.0328571428572,9.22857142857142,8.72857142857143,11.1142857142857,11,12.7,12.4,12.3285714285714,13.9428571428571,11.2428571428572,10.8428571428571,12.3571428571428,11.7428571428571,10.1428571428571,11.5285714285714,11.6428571428571,6.6,21.54,31.6,8.8,16.09,37.96,25.6,35.7
"336",336,336,"2006/2007",24,"12/10/2006",2,24.7114285714286,95.6314285714286,18.7157142857143,84,6.25714285714285,5,10,13,2,6,24.67,25.4085714285714,25.7328571428572,24.3871428571429,25.1857142857143,97.0185714285714,96.5528571428571,89.3857142857143,94.04,94.49,19.0328571428571,19.7871428571429,18.2857142857143,17.9271428571429,19.0785714285714,83.3,92.9,58.2,65.13,78.4,6.58571428571427,7.34285714285714,9.68571428571429,7.44285714285714,7.81428571428573,63.9,53.23,38.7,41.1,39.9,28.92,52.2,6,4,7,2,6,2,3,6,0,4,2,2,2,2,2,94.49,84.7057142857143,89.0028571428571,86.9614285714286,87.41,78.0657142857143,82.4985714285714,79.8885714285714,70.2342857142857,83.2014285714286,88.3585714285714,77.8214285714286,80.9385714285714,88.0071428571429,86.5914285714286,25.1857142857143,26.5385714285715,25.9542857142857,26.8028571428572,26.0057142857143,26.5342857142857,26.1114285714286,25.2114285714286,26.0428571428572,25.1742857142857,24.9414285714286,26.1114285714286,25.3614285714286,23.7357142857143,24.6214285714286,7.81428571428573,10.4571428571428,8.72857142857143,11.1142857142857,11,12.7,12.4,12.3285714285714,13.9428571428571,11.2428571428572,10.8428571428571,12.3571428571428,11.7428571428571,10.1428571428571,11.5285714285714,14.8,6.6,21.54,31.6,8.8,16.09,37.96,25.6
"337",337,337,"2006/2007",25,"12/17/2006",0,25.0585714285715,94.6957142857143,18.8528571428571,56.3,7.81428571428573,2,5,10,13,2,24.7114285714286,24.67,25.4085714285714,25.7328571428572,24.3871428571429,95.6314285714286,97.0185714285714,96.5528571428571,89.3857142857143,94.04,18.7157142857143,19.0328571428571,19.7871428571429,18.2857142857143,17.9271428571429,84,83.3,92.9,58.2,65.13,6.25714285714285,6.58571428571427,7.34285714285714,9.68571428571429,7.44285714285714,78.4,63.9,53.23,38.7,41.1,39.9,28.92,2,6,4,7,2,6,2,3,6,0,4,2,2,2,2,94.04,89.5414285714286,84.7057142857143,89.0028571428571,86.9614285714286,87.41,78.0657142857143,82.4985714285714,79.8885714285714,70.2342857142857,83.2014285714286,88.3585714285714,77.8214285714286,80.9385714285714,88.0071428571429,24.3871428571429,26.6585714285714,26.5385714285715,25.9542857142857,26.8028571428572,26.0057142857143,26.5342857142857,26.1114285714286,25.2114285714286,26.0428571428572,25.1742857142857,24.9414285714286,26.1114285714286,25.3614285714286,23.7357142857143,7.44285714285714,9.22857142857142,10.4571428571428,8.72857142857143,11.1142857142857,11,12.7,12.4,12.3285714285714,13.9428571428571,11.2428571428572,10.8428571428571,12.3571428571428,11.7428571428571,10.1428571428571,52.2,14.8,6.6,21.54,31.6,8.8,16.09,37.96
"338",338,338,"2006/2007",26,"12/24/2006",1,24.8414285714286,93.4171428571429,18.1885714285714,230.4,6.41428571428571,0,2,5,10,13,25.0585714285715,24.7114285714286,24.67,25.4085714285714,25.7328571428572,94.6957142857143,95.6314285714286,97.0185714285714,96.5528571428571,89.3857142857143,18.8528571428571,18.7157142857143,19.0328571428571,19.7871428571429,18.2857142857143,56.3,84,83.3,92.9,58.2,7.81428571428573,6.25714285714285,6.58571428571427,7.34285714285714,9.68571428571429,65.13,78.4,63.9,53.23,38.7,41.1,39.9,13,6,6,4,7,2,6,2,3,6,0,4,2,2,2,89.3857142857143,94.49,89.5414285714286,84.7057142857143,89.0028571428571,86.9614285714286,87.41,78.0657142857143,82.4985714285714,79.8885714285714,70.2342857142857,83.2014285714286,88.3585714285714,77.8214285714286,80.9385714285714,25.7328571428572,25.1857142857143,26.6585714285714,26.5385714285715,25.9542857142857,26.8028571428572,26.0057142857143,26.5342857142857,26.1114285714286,25.2114285714286,26.0428571428572,25.1742857142857,24.9414285714286,26.1114285714286,25.3614285714286,9.68571428571429,7.81428571428573,9.22857142857142,10.4571428571428,8.72857142857143,11.1142857142857,11,12.7,12.4,12.3285714285714,13.9428571428571,11.2428571428572,10.8428571428571,12.3571428571428,11.7428571428571,28.92,52.2,14.8,6.6,21.54,31.6,8.8,16.09
"339",339,339,"2006/2007",27,"1/1/2007",0,23.8271428571429,95.6614285714286,17.6471428571429,72.49,7.42857142857143,1,0,2,5,10,24.8414285714286,25.0585714285715,24.7114285714286,24.67,25.4085714285714,93.4171428571429,94.6957142857143,95.6314285714286,97.0185714285714,96.5528571428571,18.1885714285714,18.8528571428571,18.7157142857143,19.0328571428571,19.7871428571429,230.4,56.3,84,83.3,92.9,6.41428571428571,7.81428571428573,6.25714285714285,6.58571428571427,7.34285714285714,58.2,65.13,78.4,63.9,53.23,38.7,41.1,10,2,6,6,4,7,2,6,2,3,6,0,4,2,2,96.5528571428571,94.04,94.49,89.5414285714286,84.7057142857143,89.0028571428571,86.9614285714286,87.41,78.0657142857143,82.4985714285714,79.8885714285714,70.2342857142857,83.2014285714286,88.3585714285714,77.8214285714286,25.4085714285714,24.3871428571429,25.1857142857143,26.6585714285714,26.5385714285715,25.9542857142857,26.8028571428572,26.0057142857143,26.5342857142857,26.1114285714286,25.2114285714286,26.0428571428572,25.1742857142857,24.9414285714286,26.1114285714286,7.34285714285714,7.44285714285714,7.81428571428573,9.22857142857142,10.4571428571428,8.72857142857143,11.1142857142857,11,12.7,12.4,12.3285714285714,13.9428571428571,11.2428571428572,10.8428571428571,12.3571428571428,39.9,28.92,52.2,14.8,6.6,21.54,31.6,8.8
"340",340,340,"2006/2007",28,"1/8/2007",14,23.9585714285714,96.0842857142857,17.9457142857143,132.8,6.45714285714286,0,1,0,2,5,23.8271428571429,24.8414285714286,25.0585714285715,24.7114285714286,24.67,95.6614285714286,93.4171428571429,94.6957142857143,95.6314285714286,97.0185714285714,17.6471428571429,18.1885714285714,18.8528571428571,18.7157142857143,19.0328571428571,72.49,230.4,56.3,84,83.3,7.42857142857143,6.41428571428571,7.81428571428573,6.25714285714285,6.58571428571427,92.9,58.2,65.13,78.4,63.9,53.23,38.7,5,13,2,6,6,4,7,2,6,2,3,6,0,4,2,97.0185714285714,89.3857142857143,94.04,94.49,89.5414285714286,84.7057142857143,89.0028571428571,86.9614285714286,87.41,78.0657142857143,82.4985714285714,79.8885714285714,70.2342857142857,83.2014285714286,88.3585714285714,24.67,25.7328571428572,24.3871428571429,25.1857142857143,26.6585714285714,26.5385714285715,25.9542857142857,26.8028571428572,26.0057142857143,26.5342857142857,26.1114285714286,25.2114285714286,26.0428571428572,25.1742857142857,24.9414285714286,6.58571428571427,9.68571428571429,7.44285714285714,7.81428571428573,9.22857142857142,10.4571428571428,8.72857142857143,11.1142857142857,11,12.7,12.4,12.3285714285714,13.9428571428571,11.2428571428572,10.8428571428571,41.1,39.9,28.92,52.2,14.8,6.6,21.54,31.6
"341",341,341,"2006/2007",29,"1/15/2007",6,24.7057142857143,94.3771428571429,18.4185714285714,103.19,6.81428571428571,14,0,1,0,2,23.9585714285714,23.8271428571429,24.8414285714286,25.0585714285715,24.7114285714286,96.0842857142857,95.6614285714286,93.4171428571429,94.6957142857143,95.6314285714286,17.9457142857143,17.6471428571429,18.1885714285714,18.8528571428571,18.7157142857143,132.8,72.49,230.4,56.3,84,6.45714285714286,7.42857142857143,6.41428571428571,7.81428571428573,6.25714285714285,83.3,92.9,58.2,65.13,78.4,63.9,53.23,2,10,13,2,6,6,4,7,2,6,2,3,6,0,4,95.6314285714286,96.5528571428571,89.3857142857143,94.04,94.49,89.5414285714286,84.7057142857143,89.0028571428571,86.9614285714286,87.41,78.0657142857143,82.4985714285714,79.8885714285714,70.2342857142857,83.2014285714286,24.7114285714286,25.4085714285714,25.7328571428572,24.3871428571429,25.1857142857143,26.6585714285714,26.5385714285715,25.9542857142857,26.8028571428572,26.0057142857143,26.5342857142857,26.1114285714286,25.2114285714286,26.0428571428572,25.1742857142857,6.25714285714285,7.34285714285714,9.68571428571429,7.44285714285714,7.81428571428573,9.22857142857142,10.4571428571428,8.72857142857143,11.1142857142857,11,12.7,12.4,12.3285714285714,13.9428571428571,11.2428571428572,38.7,41.1,39.9,28.92,52.2,14.8,6.6,21.54
"342",342,342,"2006/2007",30,"1/22/2007",10,24.6314285714286,96.0671428571429,18.7185714285714,143.4,6.61428571428572,6,14,0,1,0,24.7057142857143,23.9585714285714,23.8271428571429,24.8414285714286,25.0585714285715,94.3771428571429,96.0842857142857,95.6614285714286,93.4171428571429,94.6957142857143,18.4185714285714,17.9457142857143,17.6471428571429,18.1885714285714,18.8528571428571,103.19,132.8,72.49,230.4,56.3,6.81428571428571,6.45714285714286,7.42857142857143,6.41428571428571,7.81428571428573,84,83.3,92.9,58.2,65.13,78.4,63.9,0,5,10,13,2,6,6,4,7,2,6,2,3,6,0,94.6957142857143,97.0185714285714,96.5528571428571,89.3857142857143,94.04,94.49,89.5414285714286,84.7057142857143,89.0028571428571,86.9614285714286,87.41,78.0657142857143,82.4985714285714,79.8885714285714,70.2342857142857,25.0585714285715,24.67,25.4085714285714,25.7328571428572,24.3871428571429,25.1857142857143,26.6585714285714,26.5385714285715,25.9542857142857,26.8028571428572,26.0057142857143,26.5342857142857,26.1114285714286,25.2114285714286,26.0428571428572,7.81428571428573,6.58571428571427,7.34285714285714,9.68571428571429,7.44285714285714,7.81428571428573,9.22857142857142,10.4571428571428,8.72857142857143,11.1142857142857,11,12.7,12.4,12.3285714285714,13.9428571428571,53.23,38.7,41.1,39.9,28.92,52.2,14.8,6.6
"343",343,343,"2006/2007",31,"1/29/2007",5,25.5571428571429,87.1542857142857,17.6157142857143,16.1,11.2714285714286,10,6,14,0,1,24.6314285714286,24.7057142857143,23.9585714285714,23.8271428571429,24.8414285714286,96.0671428571429,94.3771428571429,96.0842857142857,95.6614285714286,93.4171428571429,18.7185714285714,18.4185714285714,17.9457142857143,17.6471428571429,18.1885714285714,143.4,103.19,132.8,72.49,230.4,6.61428571428572,6.81428571428571,6.45714285714286,7.42857142857143,6.41428571428571,56.3,84,83.3,92.9,58.2,65.13,78.4,1,2,5,10,13,2,6,6,4,7,2,6,2,3,6,93.4171428571429,95.6314285714286,97.0185714285714,96.5528571428571,89.3857142857143,94.04,94.49,89.5414285714286,84.7057142857143,89.0028571428571,86.9614285714286,87.41,78.0657142857143,82.4985714285714,79.8885714285714,24.8414285714286,24.7114285714286,24.67,25.4085714285714,25.7328571428572,24.3871428571429,25.1857142857143,26.6585714285714,26.5385714285715,25.9542857142857,26.8028571428572,26.0057142857143,26.5342857142857,26.1114285714286,25.2114285714286,6.41428571428571,6.25714285714285,6.58571428571427,7.34285714285714,9.68571428571429,7.44285714285714,7.81428571428573,9.22857142857142,10.4571428571428,8.72857142857143,11.1142857142857,11,12.7,12.4,12.3285714285714,63.9,53.23,38.7,41.1,39.9,28.92,52.2,14.8
"344",344,344,"2006/2007",32,"2/5/2007",12,25.8271428571429,76.82,15.66,1.9,11.6571428571429,5,10,6,14,0,25.5571428571429,24.6314285714286,24.7057142857143,23.9585714285714,23.8271428571429,87.1542857142857,96.0671428571429,94.3771428571429,96.0842857142857,95.6614285714286,17.6157142857143,18.7185714285714,18.4185714285714,17.9457142857143,17.6471428571429,16.1,143.4,103.19,132.8,72.49,11.2714285714286,6.61428571428572,6.81428571428571,6.45714285714286,7.42857142857143,230.4,56.3,84,83.3,92.9,58.2,65.13,0,0,2,5,10,13,2,6,6,4,7,2,6,2,3,95.6614285714286,94.6957142857143,95.6314285714286,97.0185714285714,96.5528571428571,89.3857142857143,94.04,94.49,89.5414285714286,84.7057142857143,89.0028571428571,86.9614285714286,87.41,78.0657142857143,82.4985714285714,23.8271428571429,25.0585714285715,24.7114285714286,24.67,25.4085714285714,25.7328571428572,24.3871428571429,25.1857142857143,26.6585714285714,26.5385714285715,25.9542857142857,26.8028571428572,26.0057142857143,26.5342857142857,26.1114285714286,7.42857142857143,7.81428571428573,6.25714285714285,6.58571428571427,7.34285714285714,9.68571428571429,7.44285714285714,7.81428571428573,9.22857142857142,10.4571428571428,8.72857142857143,11.1142857142857,11,12.7,12.4,78.4,63.9,53.23,38.7,41.1,39.9,28.92,52.2
"345",345,345,"2006/2007",33,"2/12/2007",9,26.5585714285714,79.6271428571429,16.7185714285714,9.95,12.2428571428571,12,5,10,6,14,25.8271428571429,25.5571428571429,24.6314285714286,24.7057142857143,23.9585714285714,76.82,87.1542857142857,96.0671428571429,94.3771428571429,96.0842857142857,15.66,17.6157142857143,18.7185714285714,18.4185714285714,17.9457142857143,1.9,16.1,143.4,103.19,132.8,11.6571428571429,11.2714285714286,6.61428571428572,6.81428571428571,6.45714285714286,72.49,230.4,56.3,84,83.3,92.9,58.2,14,1,0,2,5,10,13,2,6,6,4,7,2,6,2,96.0842857142857,93.4171428571429,94.6957142857143,95.6314285714286,97.0185714285714,96.5528571428571,89.3857142857143,94.04,94.49,89.5414285714286,84.7057142857143,89.0028571428571,86.9614285714286,87.41,78.0657142857143,23.9585714285714,24.8414285714286,25.0585714285715,24.7114285714286,24.67,25.4085714285714,25.7328571428572,24.3871428571429,25.1857142857143,26.6585714285714,26.5385714285715,25.9542857142857,26.8028571428572,26.0057142857143,26.5342857142857,6.45714285714286,6.41428571428571,7.81428571428573,6.25714285714285,6.58571428571427,7.34285714285714,9.68571428571429,7.44285714285714,7.81428571428573,9.22857142857142,10.4571428571428,8.72857142857143,11.1142857142857,11,12.7,65.13,78.4,63.9,53.23,38.7,41.1,39.9,28.92
"346",346,346,"2006/2007",34,"2/19/2007",5,27.1228571428572,68.1857142857143,14.9214285714286,19.8,13.1428571428571,9,12,5,10,6,26.5585714285714,25.8271428571429,25.5571428571429,24.6314285714286,24.7057142857143,79.6271428571429,76.82,87.1542857142857,96.0671428571429,94.3771428571429,16.7185714285714,15.66,17.6157142857143,18.7185714285714,18.4185714285714,9.95,1.9,16.1,143.4,103.19,12.2428571428571,11.6571428571429,11.2714285714286,6.61428571428572,6.81428571428571,132.8,72.49,230.4,56.3,84,83.3,92.9,6,0,1,0,2,5,10,13,2,6,6,4,7,2,6,94.3771428571429,95.6614285714286,93.4171428571429,94.6957142857143,95.6314285714286,97.0185714285714,96.5528571428571,89.3857142857143,94.04,94.49,89.5414285714286,84.7057142857143,89.0028571428571,86.9614285714286,87.41,24.7057142857143,23.8271428571429,24.8414285714286,25.0585714285715,24.7114285714286,24.67,25.4085714285714,25.7328571428572,24.3871428571429,25.1857142857143,26.6585714285714,26.5385714285715,25.9542857142857,26.8028571428572,26.0057142857143,6.81428571428571,7.42857142857143,6.41428571428571,7.81428571428573,6.25714285714285,6.58571428571427,7.34285714285714,9.68571428571429,7.44285714285714,7.81428571428573,9.22857142857142,10.4571428571428,8.72857142857143,11.1142857142857,11,58.2,65.13,78.4,63.9,53.23,38.7,41.1,39.9
"347",347,347,"2006/2007",35,"2/26/2007",11,24.3414285714286,93.7985714285714,17.83,91.48,8.28571428571429,5,9,12,5,10,27.1228571428572,26.5585714285714,25.8271428571429,25.5571428571429,24.6314285714286,68.1857142857143,79.6271428571429,76.82,87.1542857142857,96.0671428571429,14.9214285714286,16.7185714285714,15.66,17.6157142857143,18.7185714285714,19.8,9.95,1.9,16.1,143.4,13.1428571428571,12.2428571428571,11.6571428571429,11.2714285714286,6.61428571428572,103.19,132.8,72.49,230.4,56.3,84,83.3,10,14,0,1,0,2,5,10,13,2,6,6,4,7,2,96.0671428571429,96.0842857142857,95.6614285714286,93.4171428571429,94.6957142857143,95.6314285714286,97.0185714285714,96.5528571428571,89.3857142857143,94.04,94.49,89.5414285714286,84.7057142857143,89.0028571428571,86.9614285714286,24.6314285714286,23.9585714285714,23.8271428571429,24.8414285714286,25.0585714285715,24.7114285714286,24.67,25.4085714285714,25.7328571428572,24.3871428571429,25.1857142857143,26.6585714285714,26.5385714285715,25.9542857142857,26.8028571428572,6.61428571428572,6.45714285714286,7.42857142857143,6.41428571428571,7.81428571428573,6.25714285714285,6.58571428571427,7.34285714285714,9.68571428571429,7.44285714285714,7.81428571428573,9.22857142857142,10.4571428571428,8.72857142857143,11.1142857142857,92.9,58.2,65.13,78.4,63.9,53.23,38.7,41.1
"348",348,348,"2006/2007",36,"3/5/2007",2,23.5757142857143,98.3142857142857,18.02,201.9,4.98571428571428,11,5,9,12,5,24.3414285714286,27.1228571428572,26.5585714285714,25.8271428571429,25.5571428571429,93.7985714285714,68.1857142857143,79.6271428571429,76.82,87.1542857142857,17.83,14.9214285714286,16.7185714285714,15.66,17.6157142857143,91.48,19.8,9.95,1.9,16.1,8.28571428571429,13.1428571428571,12.2428571428571,11.6571428571429,11.2714285714286,143.4,103.19,132.8,72.49,230.4,56.3,84,5,6,14,0,1,0,2,5,10,13,2,6,6,4,7,87.1542857142857,94.3771428571429,96.0842857142857,95.6614285714286,93.4171428571429,94.6957142857143,95.6314285714286,97.0185714285714,96.5528571428571,89.3857142857143,94.04,94.49,89.5414285714286,84.7057142857143,89.0028571428571,25.5571428571429,24.7057142857143,23.9585714285714,23.8271428571429,24.8414285714286,25.0585714285715,24.7114285714286,24.67,25.4085714285714,25.7328571428572,24.3871428571429,25.1857142857143,26.6585714285714,26.5385714285715,25.9542857142857,11.2714285714286,6.81428571428571,6.45714285714286,7.42857142857143,6.41428571428571,7.81428571428573,6.25714285714285,6.58571428571427,7.34285714285714,9.68571428571429,7.44285714285714,7.81428571428573,9.22857142857142,10.4571428571428,8.72857142857143,83.3,92.9,58.2,65.13,78.4,63.9,53.23,38.7
"349",349,349,"2006/2007",37,"3/12/2007",6,24.68,90.1214285714286,17.4942857142857,32.4,8.91428571428572,2,11,5,9,12,23.5757142857143,24.3414285714286,27.1228571428572,26.5585714285714,25.8271428571429,98.3142857142857,93.7985714285714,68.1857142857143,79.6271428571429,76.82,18.02,17.83,14.9214285714286,16.7185714285714,15.66,201.9,91.48,19.8,9.95,1.9,4.98571428571428,8.28571428571429,13.1428571428571,12.2428571428571,11.6571428571429,16.1,143.4,103.19,132.8,72.49,230.4,56.3,12,10,6,14,0,1,0,2,5,10,13,2,6,6,4,76.82,96.0671428571429,94.3771428571429,96.0842857142857,95.6614285714286,93.4171428571429,94.6957142857143,95.6314285714286,97.0185714285714,96.5528571428571,89.3857142857143,94.04,94.49,89.5414285714286,84.7057142857143,25.8271428571429,24.6314285714286,24.7057142857143,23.9585714285714,23.8271428571429,24.8414285714286,25.0585714285715,24.7114285714286,24.67,25.4085714285714,25.7328571428572,24.3871428571429,25.1857142857143,26.6585714285714,26.5385714285715,11.6571428571429,6.61428571428572,6.81428571428571,6.45714285714286,7.42857142857143,6.41428571428571,7.81428571428573,6.25714285714285,6.58571428571427,7.34285714285714,9.68571428571429,7.44285714285714,7.81428571428573,9.22857142857142,10.4571428571428,84,83.3,92.9,58.2,65.13,78.4,63.9,53.23
